Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Traffic Type,Traffic Subtype
192.168.1.70-192.168.1.90-41905-1234-17,192.168.1.70,41905.0,192.168.1.90,1234,17.0,01/01/1970 09:01:08 AM,31458549.0,10210.0,0.0,13436360.0,0.0,1316.0,1316.0,1316.0,0.0,0.0,0.0,0.0,0.0,427113.15134083264,324.5540663684139,3081.45254187482,2893.0576388469185,126012.0,0.0,31458549.0,3081.45254187482,2893.0576388469185,126012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81680.0,0.0,324.5540663684139,0.0,1316.0,1316.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.1288932419195,1316.0,0.0,0.0,0.0,0.0,13436360.0,10210.0,427113.0,0.0,0.0,0.0,0.0,0.0,0.0,10209.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Video,Video UDP
192.168.1.70-192.168.1.90-53526-53-17,192.168.1.70,53526.0,192.168.1.90,53,17.0,02/01/1970 08:40:25 AM,10748.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,8931.89430591738,186.0811313732788,10748.0,0.0,10748.0,10748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,93.04056568663935,93.04056568663935,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,Bruteforce DNS
192.168.1.70-192.168.1.90-38127-53-17,192.168.1.70,38127.0,192.168.1.90,53,17.0,02/01/1970 08:26:46 AM,6399.0,1.0,1.0,42.0,42.0,42.0,42.0,42.0,0.0,42.0,42.0,42.0,0.0,13127.051101734643,312.5488357555868,6399.0,0.0,6399.0,6399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,156.2744178777934,156.2744178777934,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,Bruteforce DNS
192.168.1.70-192.168.1.90-39288-5004-17,192.168.1.70,39288.0,192.168.1.90,5004,17.0,01/01/1970 05:25:53 AM,11432063.0,1158.0,0.0,1537824.0,0.0,1328.0,1328.0,1328.0,0.0,0.0,0.0,0.0,0.0,134518.5029158779,101.29405340051048,9880.780466724278,49228.13699524586,654849.0,0.0,11432063.0,9880.780466724278,49228.13699524586,654849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9264.0,0.0,101.29405340051048,0.0,1328.0,1328.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329.146804835924,1328.0,0.0,0.0,0.0,0.0,1537824.0,1158.0,134518.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Video,Video RTP
192.168.1.59-192.168.1.244-50954-27187-6,192.168.1.59,50954.0,192.168.1.244,27187,6.0,08/02/2023 03:18:41 AM,13263696.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150787533128021,13263696.0,0.0,13263696.0,13263696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0753937665640105,0.0753937665640105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,13263696.0,0.0,13263696.0,13263696.0,Malicious,Mirai,Mirai DDoS SYN
192.168.1.70-192.168.1.90-30580-0-6,192.168.1.70,30580.0,192.168.1.90,0,6.0,01/01/1970 04:51:38 AM,1435637.0,2.0,0.0,100.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,69.65549090752049,1.3931098181504098,1435637.0,0.0,1435637.0,1435637.0,1435637.0,1435637.0,0.0,1435637.0,1435637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1.3931098181504098,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,512.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,DoS,DoS RST
192.168.1.70-192.168.1.90-41926-1234-17,192.168.1.70,41926.0,192.168.1.90,1234,17.0,01/01/1970 05:45:26 AM,5533826.0,498.0,0.0,655368.0,0.0,1316.0,1316.0,1316.0,0.0,0.0,0.0,0.0,0.0,118429.45549787796,89.99198746039357,11134.458752515078,50675.20352930711,304221.0,0.0,5533826.0,11134.458752515078,50675.20352930711,304221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3984.0,0.0,89.99198746039357,0.0,1316.0,1316.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.6425702811246,1316.0,0.0,0.0,0.0,0.0,655368.0,498.0,118429.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Video,Video UDP
192.168.1.90-192.168.1.70-60198-8080-6,192.168.1.90,60198.0,192.168.1.70,8080,6.0,02/01/1970 03:40:50 AM,40061706.0,3448.0,4325.0,137.0,5746875.0,137.0,0.0,0.0397331786542924,2.3331192587688405,1348.0,0.0,1328.7572254335255,130.58008438572645,143454.00068584198,194.02568627506776,5154.619917653124,39312.33637189167,727974.0,0.0,39763172.0,11535.58804757762,59574.4643322349,734603.0,0.0,40058368.0,9264.192414431083,53819.86867693453,733406.0,0.0,0.0,0.0,0.0,0.0,122408.0,138408.0,86.06722839012397,107.95845788494378,0.0,1348.0,739.2606122973983,667.3170037790698,445311.98353267496,1.0,2.0,0.0,2118.0,7772.0,0.0,0.0,0.0,1.0,739.3557185128008,0.0397331786542923,1328.757225433526,0.0,0.0,0.0,5747012.0,4323.0,144577.0,0.0,0.0,0.0,0.0,65280.0,505.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Video,Video HTTP
192.168.1.70-192.168.1.90-45067-53-17,192.168.1.70,45067.0,192.168.1.90,53,17.0,02/01/1970 08:26:45 AM,5383.0,1.0,1.0,43.0,43.0,43.0,43.0,43.0,0.0,43.0,43.0,43.0,0.0,15976.22143785993,371.540033438603,5383.0,0.0,5383.0,5383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,185.7700167193015,185.7700167193015,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.5,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,Bruteforce DNS
192.168.1.177-192.168.1.42-5146-53-17,192.168.1.177,5146.0,192.168.1.42,53,17.0,08/02/2023 03:43:57 AM,7004082.0,2.0,0.0,76.0,0.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,10.850815281717146,0.2855477705715039,7004082.0,0.0,7004082.0,7004082.0,7004082.0,7004082.0,0.0,7004082.0,7004082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.2855477705715039,0.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,7004082.0,0.0,7004082.0,7004082.0,Malicious,Mirai,Mirai DDoS DNS
192.168.1.244-192.168.1.59-16232-19145-6,192.168.1.244,16232.0,192.168.1.59,19145,6.0,07/02/2023 04:07:54 PM,6337831.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315565372443664,6337831.0,0.0,6337831.0,6337831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.157782686221832,0.157782686221832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,6337831.0,0.0,6337831.0,6337831.0,Malicious,Mirai,Mirai DDoS SYN
192.168.1.70-192.168.1.90-59554-53-17,192.168.1.70,59554.0,192.168.1.90,53,17.0,02/01/1970 08:40:26 AM,6147.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,15617.374328940949,325.36196518626974,6147.0,0.0,6147.0,6147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,162.68098259313487,162.68098259313487,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Bruteforce,Bruteforce DNS
192.168.1.244-192.168.1.59-53004-80-6,192.168.1.244,53004.0,192.168.1.59,80,6.0,08/02/2023 03:41:34 AM,3644864.0,3.0,3.0,451.0,0.0,451.0,0.0,150.33333333333331,260.38497140452125,0.0,0.0,0.0,0.0,123.73575529841442,1.646151955189549,728972.8,1246530.875699515,2880501.0,797.0,3644864.0,1822432.0,1504874.5512161471,2886539.0,758325.0,1625.0,812.5,21.920310216782973,828.0,797.0,1.0,0.0,0.0,0.0,84.0,104.0,0.8230759775947745,0.8230759775947745,0.0,451.0,128.85714285714283,220.06546644989425,48428.80952380952,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,150.33333333333334,150.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,451.0,3.0,0.0,502.0,502.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,Mirai DDoS HTTP
192.168.1.177-192.168.1.59-41404-80-6,192.168.1.177,41404.0,192.168.1.59,80,6.0,08/02/2023 02:48:35 AM,159181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.564313580138334,159181.0,0.0,159181.0,159181.0,159181.0,159181.0,0.0,159181.0,159181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,12.564313580138334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,Mirai DDoS HTTP
192.168.1.70-192.168.1.90-7990-0-6,192.168.1.70,7990.0,192.168.1.90,0,6.0,01/01/1970 04:59:44 AM,39046370.0,9.0,0.0,4460.0,0.0,500.0,480.0,495.55555555555554,8.81917103688197,0.0,0.0,0.0,0.0,114.2231659434667,0.2304951779128251,4880796.25,1980398.8318100944,7090778.0,3048641.0,39046370.0,4880796.25,1980398.8318100944,7090778.0,3048641.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,220.0,0.0,0.2304951779128251,0.0,480.0,500.0,496.0,8.43274042711568,71.11111111111114,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,551.1111111111111,495.55555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,557.0,0.0,0.0,512.0,0.0,8.0,20.0,3066382.0,25127.099255584595,3095135.0,3048641.0,6698798.5,580626.6890297644,7090778.0,5834946.0,Malicious,DoS,DoS PSH
192.168.1.70-192.168.1.90-2963-26926-6,192.168.1.70,2963.0,192.168.1.90,26926,6.0,01/01/1970 07:46:00 AM,4522528.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4422305400873139,4522528.0,0.0,4522528.0,4522528.0,4522528.0,4522528.0,0.0,4522528.0,4522528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.4422305400873139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,512.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Information Gathering,Information Gathering
192.168.1.70-192.168.1.90-48076-5004-17,192.168.1.70,48076.0,192.168.1.90,5004,17.0,02/01/1970 03:57:50 AM,18899426.0,6681.0,0.0,8872368.0,0.0,1328.0,1328.0,1328.0,0.0,0.0,0.0,0.0,0.0,469451.7177399991,353.5027995030114,2829.25538922156,21520.59100204155,627548.0,0.0,18899426.0,2829.25538922156,21520.59100204155,627548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53448.0,0.0,353.5027995030114,0.0,1328.0,1328.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.1987726388263,1328.0,0.0,0.0,0.0,0.0,8872368.0,6681.0,469451.0,0.0,0.0,0.0,0.0,0.0,0.0,6680.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Video,Video RTP
192.168.1.177-192.168.1.42-8004-53-17,192.168.1.177,8004.0,192.168.1.42,53,17.0,08/02/2023 03:43:50 AM,1460039.0,2.0,0.0,76.0,0.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,52.05340405290544,1.3698264224448795,1460039.0,0.0,1460039.0,1460039.0,1460039.0,1460039.0,0.0,1460039.0,1460039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.3698264224448795,0.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malicious,Mirai,Mirai DDoS DNS
